t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1684710091,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710121,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710151,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710181,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710211,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710241,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710271,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710301,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710331,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710361,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710391,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710421,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710451,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710481,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710511,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710541,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710571,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710601,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710631,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710661,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710691,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710721,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710751,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710781,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710811,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710841,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710871,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710901,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710931,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710961,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684710991,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711021,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711051,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711081,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711111,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711141,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711171,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711201,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711231,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711261,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711291,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711321,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711351,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711381,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711411,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711441,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711471,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711501,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711531,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711561,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711591,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711621,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711651,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711681,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711711,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711741,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711771,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711801,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711831,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711861,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711891,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711921,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711951,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684711981,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712011,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712041,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712071,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712101,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712131,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712161,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712191,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712221,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712251,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712281,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712311,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712341,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712371,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712401,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712431,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712461,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712491,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712521,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712551,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712581,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712611,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712641,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712671,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712701,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712731,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712761,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712791,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712821,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712852,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712882,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712912,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712942,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684712972,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713002,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713032,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713062,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713092,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713122,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713152,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713182,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713212,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713242,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713272,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713302,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713332,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713362,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713392,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713422,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713452,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713482,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713512,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713542,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713572,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713602,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713632,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713662,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713692,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713722,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713752,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713782,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713812,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713842,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713872,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713902,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713932,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713962,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684713992,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714022,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714052,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714082,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714112,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714142,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714172,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714202,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714232,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714262,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714292,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714322,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714352,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714382,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714412,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714442,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714472,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714502,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714532,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714562,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714592,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714622,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714652,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714682,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714712,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714742,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714772,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714802,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714832,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714862,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714892,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714922,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714952,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684714982,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715012,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715042,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715072,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715102,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715132,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715162,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715192,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715222,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715252,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715282,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715312,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715342,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715372,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715402,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715432,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715462,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715492,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715522,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715552,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715582,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715612,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715642,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715672,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715702,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715732,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715762,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715792,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715823,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715853,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715883,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715913,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715943,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684715973,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716003,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716033,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716063,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716093,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716123,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716153,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716183,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716213,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716243,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716273,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716303,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716333,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716363,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716393,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716423,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716453,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716483,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716513,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716543,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716573,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716603,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716633,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716663,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716693,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716723,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716753,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716783,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716813,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716843,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716873,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716903,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716933,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716963,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684716993,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717023,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717053,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717083,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717113,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717143,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717173,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717203,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717233,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717263,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717293,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717323,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717353,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717383,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717413,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717443,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717473,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717503,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717533,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717563,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717593,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717623,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717653,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
1684717683,6,125,58.833333,28,39.014954,40.000000,97.250000,125.000000,125.000000,125.000000,125.000000
